etat_ordinateur,marque_ordinateur,prix_ordinateur,adresse,image_ordinateur
VenantDell,𝗗𝗘𝗟𝗟 𝗟𝗔𝗧𝗜𝗧𝗨𝗗𝗘 𝟱𝟱𝟵𝟬 | 𝗶𝟱 | 𝟳𝘁𝗵,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3775a7f641aa22e0b42c10ad4ba07f12/-/horizon-files-prod/ed/picture/qv4w0vng/20fbc6929a397353fdc77e5600d7310d34c8afb2.jpg
VenantApple,MacBook Air m3 2024,985 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c53dd43cd59a52f791117a46d7805e5/-/horizon-files-prod/ed/picture/qngp9w6g/75ef938825cc34517f781ae4c23abc4e70ea6d28.jpg
NeufHP,Ho Elitebook 820 G3,110 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e901fbfb163fea70e5c82dd0718966be/-/horizon-files-prod/ed/picture/qpdmdw9r/147018ca263644832fb6d3164c6bd26040af17dc.jpg
VenantDell,Dell Latitude 3520 - I7 11th | 16GB RAM | 512,310 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f83b4404ed23ba1e7c6e403eb8c684d1/-/horizon-files-prod/ed/picture/q78w92k8/36cdc8ec50133d04ae439ee10a4b27de95121fce.jpg
NeufHP,hp 250 g9 notebook,120 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d85480f5118aa0b3cd59a8bec221cf1/-/horizon-files-prod/ed/picture/q44n9xe2/d076b25a35a5a316cbc3db567eb2c6349f3587b4.jpg
NeufHP,Hp Victus sceller,550 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6fb16cd22c06a293224e91738e806b05/-/horizon-files-prod/ed/picture/q6xd97np/3e93b12dbccf54177f8eb94eb9aa3e265b9abda3.png
D'occasionApple,MacBook Air,350 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/670a6fc7790bd218a8510725ed2af5df/-/horizon-files-prod/ed/picture/qenvzrjx/60f2bd8facf8312c12533ca322520bdff0db9e02.jpg
VenantAutre,Razer Blade 15 Intel core i7-8750H 2.20Ghz (12 Cœurs),485 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56861d6967c5b0ef237d1b29113912d4/-/horizon-files-prod/ed/picture/qngpz4jw/997e2ac26d9b7c9898ebacc5cdf895ef93ae1575.jpg
NeufApple,MacBook Pro Touchbar Corei7 512/16,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46431075907fbb225a5ab9f7d23a0eaf/-/horizon-files-prod/ed/picture/q0g7x076/1cc8be946e823ceb2ee68cdf64e5ea311df7f76e.jpg
VenantMicrosoft Surface,Micro surface pro 9 core i5,450 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f6c97dc89cf549386d84d6f8ea3c686/-/horizon-files-prod/ed/picture/q56dkj8e/415b58fe0dab10e4a8e1ced40fd64a8d2e07b040.jpg
NeufHP,HP ELITEBOOK 640 G10 I7-13GEN/32/1TO,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ad396bd0a12ccc59c538cea70fd3ed4/-/horizon-files-prod/ed/picture/qwep0dmd/ccc6af25c4a02a7bae1f2be1774d6df76dfe0c45.jpg
NeufLenovo,✅ Lenovo X1 Carbon ✅ Tactile- i5.12th Gen- 13 Pouces,380 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e9f4fa913ee8b98bbbea1d5a68459c24/-/horizon-files-prod/ed/picture/qm5gw5w2/1d51b5e1e20ac09de18703d6f1a9d5746094d6a4.jpg
VenantLenovo,LENOVO X1 NANO EVO I5,380 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d1ceb3aaeb5b0d3bb9b95adc91a97d4/-/horizon-files-prod/ed/picture/qgqw7e9k/14781207e5c70e6757cd9143f1ec2d9349d35cab.jpg
VenantHP,𝗛𝗣 𝗘𝗟𝗜𝗧𝗘𝗕𝗢𝗢𝗞 𝗙𝗢𝗟𝗜𝗢 𝟵𝟰𝟴𝟬𝗺 | 𝗜𝟱,120 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/366a57cf0afb8a5e3c2446125024c287/-/horizon-files-prod/ed/picture/q8v477p9/66ccd8c18f6d06963e44c2f24ebc93bfc3c5a710.jpg
D'occasionDell,ORDINATEURS FIXE 19” Pouces Complets,40 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8768b83f0c4b0806d1eb5c92df1bc97b/-/horizon-files-prod/ed/picture/qq476206/aa50ccac7c600a01f25c57becdb4dd2c7240e75b.jpg
VenantHP,HP EliteBook 840 G7 - I7 10th VPro | 32GB RAM | 512,350 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42f9ae9ad67af45eee950a8fc5c3cafb/-/horizon-files-prod/ed/picture/qgqwemkq/14707f489ca171e7f95fb58731bb1a94e5db004e.jpg
VenantApple,MacBook Pro 2021 16 pouce,625 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03c6a1d5c15c15c00381e772a85e6c3e/-/horizon-files-prod/ed/picture/q0g74d46/1519e949206dd8131fb3cee89c00ff3f1321c8c8.jpg
NeufLenovo,Lenovo Thinkpad P14s Gen 5 de 14 eme Génération,375 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e507f4d83cbb26b54854f24f4665cfee/-/horizon-files-prod/ed/picture/qenvev7z/aebf7a19dc16df5d8ef13145b7b0b2cd4f3d5d2b.jpg
VenantApple,MacBook Pro 2023 14 Pouces - M2 Pro | 16GB RAM | 512,910 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4f7e92b2d909711e01a26459411f550/-/horizon-files-prod/ed/picture/qde7986j/f8020841b1d00461b60f3e1d3d49b84557a0df74.jpg
D'occasionHP,hp Elite One 800 G4,385 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f353188c2dfb942859a13be6ff2026d/-/horizon-files-prod/ed/picture/qkr8emev/ecb4e3fa46937214c1375386c9fc348689900895.jpg
RéconditionnéHP,HP PROBOOK 640 G4 I5,150 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/077fc14f104dda999ae0c4c97857b203/-/horizon-files-prod/ed/picture/qne2z6m/ade684056beb4345daa623f794e50c79fffce5a6.jpg
VenantLenovo,✅ Lenovo i5 Tactile- 2 Batteries- 8Go Ram- 256Go Ssd,120 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/224edc8443ccacf14c0aa0136eaeef35/-/horizon-files-prod/ed/picture/q9mjvevp/7e0b92113a990f0cc69c0cffe8d6ce552560eac9.jpg
RéconditionnéLenovo,"Core I7.8GO.22""wifi",90 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fcba71b2a03a452cbac4a01112d774e7/-/horizon-files-prod/ed/picture/qrxv9wx/a1c6e9ef209294880cfd55534552def94419eed5.jpg
NeufApple,MacBook pro m2 2022 512go,650 000,Derkle Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e96a7bf00c709eb00e6563cc16cc2dbd/-/horizon-files-prod/ed/picture/qj4q0qqw/513d6a453ae3f25c135dc3434564b86e068d4bd9.jpg
NeufHP,Hp EliteBook 1030 X 360 g2 i5 7th  génération,225 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bafe0933439a9ed0b697225ea8a39f73/-/horizon-files-prod/ed/picture/qxjpjdn4/c5f971975ad83a653d01c7885e850540703b23bb.jpg
NeufApple,Mac Book Air M1,290 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/37f045c7eb190633a52f2a6a4ad2ffe6/-/horizon-files-prod/ed/picture/qrz80p55/93ad55850465c45efb79e14b45bf53406c8b9bab.jpg
NeufHP,Caisse enregistreuse tactile et logiciel POS,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/576c61e19dd6a081638e9b0850906285/-/horizon-files-prod/ed/picture/migrated/q8pdp0p/757d9f47106cb1355e79127f5da2cbf37e59f022.jpg
NeufDell,"Dell latitude 7390 2-in-1 
Core i5 de 8th",185 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c21842bc59a3b35b7cc5db2b17e9ce13/-/horizon-files-prod/ed/picture/qenv70d9/969befe2db426f5fc1270befe4aca0102be65f6b.jpg
NeufDell,Dell XPS 15 (9530),980 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2228f0dc9c1b587b53ab57f9ba03dcb7/-/horizon-files-prod/ed/picture/qde7p004/c9b5cfc04985d2b497e261c2771dd426ec9e5233.jpg
NeufLenovo,LENOVO IP3 14ITL6 CORE I7 10TH,490 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f98eb75d22992b5901cc96f677de4ee2/-/horizon-files-prod/ed/picture/q505z0n/a6e8f194e1eff81774873dc2d88746d6a76ddf26.png
D'occasionHP,Hp elitebook 840 g3,130 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb93a31f263a4c0b6b913d292321684d/-/horizon-files-prod/ed/picture/q78wp98z/bb4915d81eded0b11d5df8d345e797d65bf94ee2.jpg
NeufApple,MACBOOK AIR M3 8/256,650 000,Nord foire Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c796984ab76294086c31da1f2d74587/-/horizon-files-prod/ed/picture/q6xd8r2g/141c429f839d6fac7b0a0fd1910d16d1a2dd6c5f.jpg
VenantHP,HP PROBOOK 430 G1 i5 ram 8,120 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c52aa1635269472c825d0005d1adc8bc/-/horizon-files-prod/ed/picture/qrzv49p8/722717ebb52cda1d1f48d86fc77a85ad6773ae73.png
NeufHP,HP ICORE 3,80 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2beb80d7914ea4339313def1d49b34e7/-/horizon-files-prod/ed/picture/q9m9ww6n/8215c36be9aa1fa7ada126427906cef30f89abcb.jpg
VenantLenovo,✅Lenovo X1 Carbon- i5.12th- 16Go Ram-Tactile,300 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1606f27b0c42c6cdea70e7b9d4a4c19/-/horizon-files-prod/ed/picture/qrz8xpex/29a34a297bb6c5ec3ef7d2bba900efaf2eb442c7.jpg
VenantApple,✅ MacBook Air 2019- ✅ - Core i5,350 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/206d5336d732f950e1d3cbaf267373fd/-/horizon-files-prod/ed/picture/q44n97vr/4c297ebaafae527fe2b592243634b7151812ea4c.jpg
NeufApple,Imac 27pouces 2020,580 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81eb21a230e625ee6a7ea41aeaadb1b8/-/horizon-files-prod/ed/picture/qq42nn8w/120fa826fbd46ca7f2258193e358d16a6cf471f1.jpg
NeufHP,Ordinateur HP,180 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f29855ddc5b2e086024dd2ff7f4ece9d/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qdek5mv2/ba7a3bbbdd9d318ab81ddb5bf3ee7fdb7fab66af.jpg
NeufApple,MACBOOK PRO 2024 M3 PRO 14.2 POUCES,1 350 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c967552452859fcd72b9cde0f9b1ac07/-/horizon-files-prod/ed/picture/qm5g6p06/5b71e8ebbe8ba4a2d4870f262e462df397a06533.jpg
Venant,Gamer VICTUS by HP Gaming laptop 15-fa0xxx. Core i5,495 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28307d46f74a6ce41814035b7a09a54b/-/horizon-files-prod/ed/picture/qrz8x47q/18971fbfbc161e54c04eecf6d43bb3929ffb27a1.jpg
NeufApple,MacBook Pro 14 pouces M3 Pro 18GB SSD 512,1 350 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c490a7c50cb33edef87319376c9323b5/-/horizon-files-prod/ed/picture/q2j02zrv/56ff84296b5dd9bfa125aae3b56705c28004495f.jpg
VenantDell,Dell Precision 7670 workstation intel core i9-12950HX,1 700 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/27e8f2ccaa8717434e19e560da8fe4c1/-/horizon-files-prod/ed/picture/q9mjzr05/329fc78a3f7be0177ba90a5f479665a9acfdb621.jpg
D'occasionASUS,GAMING ASUS TUF RYZEN 5 3550,600 000,Thiaroye Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b664412664adccbd18929490f8fae1ef/-/horizon-files-prod/ed/picture/qm5p6kd9/b5b03e1e21e06a6a1c7cc86ebf9fbfbe37cbd825.jpg
NeufHP,"HP X360 TACTILE 14"" I7 .12 eme gen",649 998,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad7009d859d28c92c47c32c591423130/-/horizon-files-prod/ed/picture/qgqgm878/54bc2bb1250e970bdd3bcc965d318e90d09846dd.jpg
VenantLenovo,LENOVO THINKPAD L15 10Th generation,200 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b03d380bd816a99ad69fdc5ff74db2bd/-/horizon-files-prod/ed/picture/qq42nn5e/c1e12acdc1477d67a31d8abff365b253f5b98b0c.jpg
VenantApple,UC Mac Studio 2022 M1 Max,1 000 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1d0e224b3d0daf291ddc9d163e81148/-/horizon-files-prod/ed/picture/q56dkqe6/93148cffd0aa22845516182a26a407c7f0b8773e.jpg
VenantLenovo,Lenovo Thinkbook i7 11e,350 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e9705ad74964e2c948c39d90f896dcbe/-/horizon-files-prod/ed/picture/qde7qq0g/a248e601abba12eed1484dea2692e47db32ccbf4.jpg
VenantASUS,Asus Zenbook UX363EA i7 X360 2023,350 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d9523ea8544cc9a6eeef7714227c853/-/horizon-files-prod/ed/picture/qj4q95pw/0572a08ea6c4ff3d09d29e6b1dfe4df2464b33a9.png
VenantAcer,Acer aspire 5 11th Génération,300 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c646c0a050c09dc54565c2cad6b0942f/-/horizon-files-prod/ed/picture/q9mj90kv/11fd24928c2f25d11c7190328daf87de56e133d7.jpg
VenantHP,Serveur HP 4processeurs/Ram 384Go,600 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b4c46248a7c6ecbe7683e2f230c25be/-/horizon-files-prod/ed/picture/q9mjx5vn/3f56b550cd50a13c3be49a9d0d51babe295f2b71.jpg
Venant,Msi Gamer Corei7 Ram32 Nvidia Gtx 8Giga dédié,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93cf8d0317485d910f2e78665fe8d400/-/horizon-files-prod/ed/picture/q56d8m6r/e61deb5fae3aadebaded8082d1e7d40c7b21e408.jpg
VenantDell,Dell Inspiron 13 5310 intel core i5-11320H 11th Gen 3.20Ghz,380 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/842f3c617b01a9f7bbefe75706315e71/-/horizon-files-prod/ed/picture/q78wmk0j/9ef2364dec8ba30f0d5e3ade65c2cd2814d8aab5.jpg
VenantDell,DELL Latitiude 7300  Cor i5,180 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5d7a5d3338ebf55d434f0e01d70f12e/-/horizon-files-prod/ed/picture/q44nn2j2/30d5ae74c03b01542f19be11a975d68c548ccfbe.jpg
NeufDell,"MINI PC DELL , HP, LENOVO NEUF OU VENANT",60 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/628884e2ebf64caaf54e24d445dca3d8/-/horizon-files-prod/ed/picture/q44nwkw5/76e06a6dfeea205ce2cdf3bdaa62f1a7214e78f5.jpg
VenantApple,"MacBook Pro  M2 Max Chip 14'' pouce, 32GB RAM, 1TB SSD",1 250 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98e64300a418de38e10dab37f0427326/-/horizon-files-prod/ed/picture/qzvpenqd/61ec4dc3bdde4205e2aa2c7464fcdd2ae435a57e.jpg
VenantApple,MACBOOK PRO RETINA 2013 | i5 | 13'',150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/103b62132545ff8fa6bfdabc2e32820a/-/horizon-files-prod/ed/picture/qm5gkweq/c2bc8b131bac842df279974e4b1507cd17240461.jpg
NeufApple,2024 Mac Book M4 Pro ssd 512 Gb Ram 24 Scelle,1 550 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0aa620df87833c6ff6f8670e11bbae22/-/horizon-files-prod/ed/picture/q2j0xped/6a132dd5753218e5910252de8eec2c819c748ddd.jpg
NeufApple,Mac Book Puce M2 Pro ssd 1 Tera Ram 16 Gb,775 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8db0f9e9f3eede3e119b07b148046d8c/-/horizon-files-prod/ed/picture/q9mjxdv0/a1195ab243289f93dbafe7d39e886f179f7d3eaf.jpg
VenantLenovo,Lenovo ideapad flex yoga i7 11th,270 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c856ba118985d80d725e530a571a047/-/horizon-files-prod/ed/picture/qngpkdxk/1a0d89b9a532bc7b1a16eda6bc3bf06d1a6bd763.jpg
NeufApple,MacBook pro 2019 i7 16 pouces,500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/709ffb2348edb4ccf6f53c37049011ec/-/horizon-files-prod/ed/picture/qxjpme4q/91d6eaf0e560f5ae3f196c889603b1f98a04dd6b.jpg
VenantApple,MacBook Pro 2019 16 Pouces,495 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57fdacc6c41df0ad0464b74ac1f070ef/-/horizon-files-prod/ed/picture/qwep8264/4ef125e49cee99307fbd085a7858e7a7db0c66d9.jpg
RéconditionnéHP,Ordinateur Hp Core i5 Promo fin d'année,149 900,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d65bbaaad6b1a1d872d775efc4a565c3/-/horizon-files-prod/ed/picture/qzvpqq88/7030bf5ff8f04f9e1dbbc9e7a47c3deb47547019.jpg
RéconditionnéHP,"HP ELITE X2 1013 G3 CORE I5 et I7.13"" DETACHABLE TACTILE",225 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf7188030fe8538723a3b11a1e62405f/-/horizon-files-prod/ed/picture/qpdmrvew/72ef41d3fda1638f37ec2317e90d636fc64ecd34.jpg
NeufDell,Dell latitude 5440,550 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfb297a2b304b9cf4b707c022d1c3b13/-/horizon-files-prod/ed/picture/q8v4wpk0/30c8bbbbfdfd998064d278da18d703f94d885911.jpg
Venant,Msi Gamer Corei7 Ram32 Nvidia Gtx 8Giga dédié,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fc3055278b6803b67d086b5aa3e04d49/-/horizon-files-prod/ed/picture/qgqwk5zk/960bd175a9a3ce66ad58ca2c9ba9ab97fa533d7b.jpg
D'occasionDell,"DELL ALL IN ONE.I5.24""",170 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b4dc3971bf457d061c6ee69a7cc8bbb/-/horizon-files-prod/ed/picture/qke2wg5/e06a022b0af6dfab65a924c1d45f52a1a40b34d4.jpg
NeufApple,2024 Mac Book Air M3 ssd 512 Gb Ram 8 Gb,680 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c740de744bd56411b3ab5d9e161c2bf/-/horizon-files-prod/ed/picture/q2j0w76p/5558ba971da26bae33d24091755ac33fb213694c.jpg
VenantDell,✅Dell Tactile- i5- 16Go Ram ✅,220 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3d8c7b3c6788d4ac32521ce586ec0c3/-/horizon-files-prod/ed/picture/qq425mk4/e8ade6af080dcc741d4cfc89cb4cab25b6a9fbee.jpg
NeufApple,MacBook Pro 14 pouces M4 PRO,1 499 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/780d4a1c00647a092005d5de9ddc05f7/-/horizon-files-prod/ed/picture/qm5gkqvr/5572d162793f9b0d09406b5e6d8aaa5d3a92c252.jpg
NeufDell,Dell latitude 5300 2in1 x360 yoga i5 8th génération,195 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/301edb644cfd8330057ca5ff10201475/-/horizon-files-prod/ed/picture/qenvj5zj/421d5a96df81d644ff2bbdf03e4b78b8837fafbc.jpg
Neuf,Msi Gamer Corei7 Rtx 8giga dédié Ram32 1To ssd,500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fac9d4ff02b5bd85c2e8ec321eb29ee6/-/horizon-files-prod/ed/picture/q56d2pq5/6916b284b7fca3ddb49f762ddcb300cd8811c664.jpg
D'occasionDell,bureau dell i7 disk 1tb ram 8gb ecran 27pouces,100 000,Keur Massar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab5afda1d789db2b3ff396ce4279c935/-/horizon-files-prod/ed/picture/q9mjdvz6/2cef90b3b19fe38b5ea9a9c191a127dc8610d8f8.jpg
NeufMicrosoft Surface,Surface Laptop 3,480 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03cebd1182752b7fc9f01f9dc0354811/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qwep5mqm/e699a0e49e0376295f69d666f695c7705c8a164f.jpg
VenantDell,Ordinateur Dell 13pouces Tactile,90 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36ca568152ccfc5b687c0510de2965f7/-/horizon-files-prod/ed/picture/qv4wrnp8/83ae99f7a4ed0f719645e5ea1de3f5efd1e143e0.jpg
VenantDell,DELL PRÉCISION 5560,580 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4332ca45189409c568ac966d5a169d3a/-/horizon-files-prod/ed/picture/qrz846rq/c9aaae09edd8f8764e2d63232ee22f76cb8a6414.jpg
VenantHP,Hp mini core 2 duo,17 500,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36d0dcc8218a0678d61dfa5c94ca60ee/-/horizon-files-prod/ed/picture/qxj29628/f61669037f7354f7acab06bef6dabb49f2a2019a.jpg
NeufHP,HP ALL IN ONE CORE I5 27 POUCES,545 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/abbc4b942356a4bc66ac3fae2acd921c/-/horizon-files-prod/ed/picture/qenv87d6/0d89c0d231b141f19f9cabc78ee15ce5a7e040fe.jpg
VenantDell,DELL ULTRABOOK,125 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01c2e4d12cce870d161242be45128d58/-/horizon-files-prod/ed/picture/migrated/q59pwk2/0574b562b3db171f2c9af15af2d3ef2701eb21aa.jpg
NeufDell,Dell Latitude 7530 i7 12th 32Go 512Go,425 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/532da9ec152c0e9c6878281137ba54b3/-/horizon-files-prod/ed/picture/qpdmq4jj/38ae3630d26bd86b6e6c03cc92309e1a6c7bb3e1.jpg
Neuf,MACBOOK PRO TOUCH BAR,550 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f350be382a60a5f3a9ab4a790cc333b4/-/horizon-files-prod/ed/picture/qzvpwrgx/16853ee101302d651aeaf3112b436bcb9061f78a.jpg
NeufHP,HP EliteBook 830 G5 - Performance et connectivité,190 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94714099a17f7ba00796829bc332db4d/-/horizon-files-prod/ed/picture/qzvp086v/82317aad867bcfa5784078d85562c0e820a4abeb.jpg
NeufApple,MacBook Pro 2019 i9 disk 1TB SSD,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65902a4157efebdc93c46c78b252e06b/-/horizon-files-prod/ed/picture/q56dk7v5/96d18975ad2389db3609b5baf25b16e97e2c727a.jpg
NeufApple,MacBook Pro M3 Pro Max 16 Pouces 2023,2 300 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/472551471d5c38c2af01f7131c42107c/-/horizon-files-prod/ed/picture/qm5ged4r/670e1c5199baa7bd0b23bf1d75ee0c8856baedb8.jpg
VenantApple,Vente MacBook Pro M3 Max,2 300 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f30b5430f8a6b001403a7f54c6377c96/-/horizon-files-prod/ed/picture/qpdmr7gx/047e5da0a6af3813a7af0c3e809b365266499657.jpg
NeufHP,Ecran HP M27f Full HD Argent,159 999,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fcbde8444fd7e88fa2d8584381a86fdd/-/horizon-files-prod/ed/picture/qqrpzrj/29ad076c6674e5909525c16858124e8ae6f27e4b.png
D'occasionApple,Macbook M1 2020,600 000,Grand-Dakar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9ac863bf631ebfa2ce1339a3b1d39166/-/horizon-files-prod/ed/picture/qwepx5pm/f8e7adb2dbdca837985c17f1c9ba58702f547082.png
NeufApple,MacBook M1 Pro 2021 14 pouces,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/705cf4c766b6b5ac99cccea74462db4b/-/horizon-files-prod/ed/picture/qrz8w4e9/2f4a05f082f2aa28465387f72ad97c1a70cc5f04.jpg
NeufHP,Ordinateur HP neuf core i5,175 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d5fca05d4d8a2fe0d280de23f18ad4e/-/horizon-files-prod/ed/picture/qm5g5j26/4af7897d01e91e7063e5c479348003ebf66b9e94.jpg
VenantHP,HP PROBOOK 440 G6 / i5,175 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5da4f9bcbb270573d8a7305d85eeb98/-/horizon-files-prod/ed/picture/qv4e67zv/cbfacf9f7b39fd48e3da22b72fea9638a4c75553.jpg
NeufApple,MacBook Pro with Apple M3 Max 16 Pouces 2023,2 100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f815294d3e15e3a38aebe1f90f0bf25a/-/horizon-files-prod/ed/picture/qm5gdnxr/985932e2e1dcfce9f09c6d0d3e85fbca6e15048a.jpg
VenantApple,MacBook Air  M2 2022,380 000,Liberte 6 Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7eee891d4cdaacfc9d4dee21aad0f916/-/horizon-files-prod/ed/picture/q9mj20kx/b38ccc1cddf8542516b143c2aba1ed3a41bcc5d4.jpg
