etat_ordinateur,marque_ordinateur,prix_ordinateur,adresse,image_ordinateur
VenantHP,HP Envy 17 i7 13th gen 32GB ram 1TB ssd,630 000,Sicap foire Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c46b8c482e199b92947dd4a9a09fd94/-/horizon-files-prod/ed/picture/qwep99v6/06b467e4f706103f9f3f23d05a20ac176cb60e94.jpg
VenantApple,MacBook Pro Touch Bar 2020 Puce M1,450 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/68c5fb9886888329abae2df245c0b7b0/-/horizon-files-prod/ed/picture/qrz85np9/d29270258f562b10ccf4e40567dfe455ae477c75.jpg
VenantHP,"HP ZBOOK 14"" Core I7 tactile 512gb ssd / 16gb",250 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/122373fccd0f296ea2eb63aac1ea00c6/-/horizon-files-prod/ed/picture/q2j0d4nd/9cb7f61770202b0689f86f528f71455831ffb5ee.jpg
NeufHP,Promo☄️Hp EliteBook 840 Corei5,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a673c324cf30991c8607cf65b1dd38f/-/horizon-files-prod/ed/picture/qrz8krwq/dcbbfa81a6b76abac8489ebdeafb7f7d3bbb487b.jpg
VenantApple,MacBook PRO TOUCH BAR 2018,400 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03bb0ce4b553e7fd213200149d98c49d/-/horizon-files-prod/ed/picture/qv4w5g9m/40728461bc92578c8cabb2df7ee966a997e44817.jpg
VenantLenovo,✅ Lenovo Pro - i7 + Nvidia- 32Go Ram- 500Go Ssd,380 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3610bd062adcc42959b7d74c40212118/-/horizon-files-prod/ed/picture/qwep6v75/554aa4d683310dc5c32608f9d6f66917503c024e.jpg
VenantApple,IMAC SLIM 2013 | I5 | 21.5'',135 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b41d4362d902c16adfd1b3ef73c3ffb/-/horizon-files-prod/ed/picture/qenvkgjj/8f329c60e20ca4f4214f5b638cff875677d1118f.jpg
VenantLenovo,Gamer Lenovo t440p i7 4th ram 8,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c96492658d70c70929a1e188a8eeb7a/-/horizon-files-prod/ed/picture/qkr5z6vz/17e013e3858ce9844673b759945b9926c540899a.jpg
D'occasionASUS,asus zenbook ux370u,200 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/848ced7a47167863b1148427d0f938b3/-/horizon-files-prod/ed/picture/qpdmrg9m/a479a4f7c72e597288e686ba021687938aa50b32.jpg
NeufApple,MacBook Pro Touchbar Corei7 Ram16,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/edeb8cb88ae77a0df00eca75e7e8749f/-/horizon-files-prod/ed/picture/q6xd25xv/48f8797ba0b015c6c3f66bb1e3c45b50a6cff538.jpg
VenantLenovo,All in on Lenovo M910z i5 tactile,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae04cfdb17c71fc26d2904518ce4f160/-/horizon-files-prod/ed/picture/qq4drwnp/7aa596ea2b8ef60a9f395919b6dc45c46cfaa5e5.jpg
NeufDell,Dell latitude 7480 core i5,160 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8dfbefafc081e4ec8ff00a4295f2d15b/-/horizon-files-prod/ed/picture/qdeknm9r/5fa683d72f7cb8cae764cb3cdc91f3e910206678.jpg
VenantHP,Hp elitebook 745 G6 32Go ram,225 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c7d7239c75eaa4642e00966ba1841e7a/-/horizon-files-prod/ed/picture/q78wrmq5/1ca42539507351b27a4568d2637d3f3eb114c6a9.jpg
VenantHP,Hp 15  tactile Pentium/500g /4g ram,50 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2cc34da023f8a3758ceabe2530b3507e/-/horizon-files-prod/ed/picture/qm5pxv7g/83fe8536d868572629dacc4cdaf8511217608889.jpg
RéconditionnéDell,Dell Latitude 7480,170 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4cfc58d61780571b867eb1924db99d85/-/horizon-files-prod/ed/picture/q9mjngz0/9b1882723ae20e28080823a6981bba4d31df69af.jpg
VenantDell,Promo☄️Dell latitude 3189 2in1 x360 Ram8,90 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b9e9f7c09ecc085fb69ccec29a6f0d56/-/horizon-files-prod/ed/picture/qq42rnxn/7197b67b74b60e727f2888cb12acf0ecce4b61dd.jpg
VenantApple,MACBOOK AIR M1  512GO ROSE GOLD,350 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/66233ab8af0442ad52eeac9206897e88/-/horizon-files-prod/ed/picture/q44nwx02/136401c0caf07fbc2eecd114a4a5c6106e5ffcb2.jpg
VenantHP,Pc gamer 64Go ram Rtx 3070,1 150 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/522249a7115023c871f161d28344b59e/-/horizon-files-prod/ed/picture/qngpzxee/3daabd47bc9f65286012ab8acc8d239676713866.jpg
NeufApple,Imac 2021 M1 512go,750 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d0d850842ead5245ab65f46f36a5cce/-/horizon-files-prod/ed/picture/qrz84d2q/2fbdff83a3a5c7960c3b78a2b07a26b717749da6.jpg
VenantHP,HP ENVY X360 RYZEN 5 /8GO/256SSD,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4c234ec1a659b432ed3908a7d8df0b3/-/horizon-files-prod/ed/picture/q0g7z9zk/729b5c044a55d7ed71e4f7ec457237577925424e.jpg
RéconditionnéDell,DELL LATITUDE E5490 I5 8éme,125 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/34f18ced0c03a17b4c40f8aef0d6305d/-/horizon-files-prod/ed/picture/q8v45z2j/a1bb69e73f027d40989dab387f333d66a2ac3e3a.jpg
NeufDell,"DELL Précision 5540 Cor i7 ""GAMER""",350 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13906072517167e6f0192d2dbeade5a0/-/horizon-files-prod/ed/picture/qrz84p9j/af3ef8a67945f9da9e66537658704252b80f8b7b.jpg
NeufHP,HP Elitebook 840 G7 Co i5 10ème Gén,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf724f17d2c55443052c820e99819b04/-/horizon-files-prod/ed/picture/qrz8mem4/ba6d32a8d754752fdbaaf7b35d3f8a48fb7c1951.jpg
VenantApple,MacBook pro 2020 M1,460 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/215bc73ec898bad908329a9ac5fde54b/-/horizon-files-prod/ed/picture/qpdm90q4/749918ce590781982b4519fcdb3554e3f42c6e0e.jpg
Venant,MSI Modern 15H - I9 13th | 32GB RAM | 1 Téra,600 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98d47e766c4cd511e54b5f53c8313c37/-/horizon-files-prod/ed/picture/qrz8620g/42234a7eb2e980d1478a434f1c62bf4edb3d3f77.jpg
NeufDell,DELL 5400 TACTILE I5 NEUF,180 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81f110224a538122283f6b300157dbcd/-/horizon-files-prod/ed/picture/q56xmpe7/0ad5c6e88f51c3f5f440449adf457faff54ae411.jpg
NeufDell,Dell Précision 3590 Ultra 7 de 14 eme Génération,650 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f6533ef3ca38a7a184c7b1f09c4a64e/-/horizon-files-prod/ed/picture/qq422rxw/6e819473a7e6dfb4ab846e3c3d29d9e4d14f2135.jpg
VenantHP,Hp Tactile✅i5.10th Gen - 256Go Ssd+500Go HDD-,230 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2818264d9efc7d643ca79a20a6d6eaad/-/horizon-files-prod/ed/picture/qpdm7vg2/5c49eeda61786e2254d133f78802dba5cd9f7eda.png
D'occasionApple,MacBook Air 2020 M1,390 000,Ouest foire Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb92f862d68f5871113f42dce41ab5c7/-/horizon-files-prod/ed/picture/qq42ew5n/d95c25f09273fb8207dc8e41e57dff181e52d4e1.jpg
VenantDell,DELL LATITUDE 7390 2 EN 1 CORE  i5,199 900,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f963934d69fd0fc86f80716e38099c98/-/horizon-files-prod/ed/picture/qenq4xv4/7d735a2e21791349011daeccbd3a4cce6c392428.jpg
VenantHP,Hp elitebook 840 G6,175 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b3c3f56b63a92736d7310f6f77b63d7/-/horizon-files-prod/ed/picture/qm5gkrpz/ace1ab445719e7893ac57e81df74484e00b6491d.jpg
NeufDell,Dell latitude 7440 i7 13th Gen 14 Pouces,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/029619de9fe71e6a98b2ebf5ebbda379/-/horizon-files-prod/ed/picture/q56dn2dr/61560847f7ba846b4855805ab577580a7789628c.jpg
NeufHP,Hp Elitebook 1040 G7,370 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/490d265b3d234c91d3f7f36a12d5ce5d/-/horizon-files-prod/ed/picture/q0g7654g/69cfe489dfeb642f94c1ff33c021130706e22f1c.jpg
NeufLenovo,LONOVO X1 YOGA CORE I5,450 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c52e83cbce017cac677a836b8d58d2d/-/horizon-files-prod/ed/picture/qwep0w70/b445df448ab8dfb49fdb17ce0a8629b74f83e305.jpg
NeufDell,Dell 5440 Treizième génération i7,425 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07729682a11797354f2d2a4a34294676/-/horizon-files-prod/ed/picture/qngpv2jk/da2154b18fc56b994980c1666f4863181ec74fd6.jpg
VenantApple,Lenovo thinkPad T14,280 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef14de234d7c4f2ffc47e7173421d7ad/-/horizon-files-prod/ed/picture/q56dppvp/ad6f84f7b09c46df4621f37d213bd9d85c82793a.jpg
NeufLenovo,Lenovo ThinkPad X1 G3 Core i5 8th tactile,230 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b86e4b3817f1882bc7c161466125670f/-/horizon-files-prod/ed/picture/q6xdvq2g/7f005b25bd2d0319f82ad38da4e57f5d77041e41.jpg
NeufMicrosoft Surface,Microsoft Surface Laptop 4 I5/8GO/512SSD,325 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/55410e69bb6e359f6fa075cfa9d2a8df/-/horizon-files-prod/ed/picture/q6xd2dkp/fa3fdee1ef609fa5ab4afcd5fd24fdea5959332e.jpg
NeufApple,MacBook Pro M1 14 Pouce ( 2021 ),825 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9883143d659f3b4e6a71adda5647410/-/horizon-files-prod/ed/picture/q8v4rdrr/32e8a1c83a3407d079b4b3c94327c47550b82ddf.jpg
NeufAcer,Acer Hélios Gamer Prédator Néo 16,950 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c94814c89460a244a30e0b080fb9e8d/-/horizon-files-prod/ed/picture/qwep0wr5/9fd1b651c3231e6ce08cb9407ee6e7cf7c516245.jpg
VenantApple,Macbook pro 2019 16 4Go graphique,400 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/97069d3f4998b4713d1fcf08c7ead5e8/-/horizon-files-prod/ed/picture/qngp8npx/2d1562933f9c578bcfa16392e9c5060be8aebf88.jpg
NeufLenovo,Lenovo Thinkpad T14 Gen4 Corei7 Ram32 13Th Gen,700 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4979fb7f31a5861e8056d6cf32314eeb/-/horizon-files-prod/ed/picture/q8v4d6pz/9539fe5ac1bf1e930adbfdee037700857eff73df.jpg
NeufASUS,ASUS PROART STUDIO BOOK,1 550 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/15bd2b5036258ba96fa0599810c2325f/-/horizon-files-prod/ed/picture/qngpk9km/70e0e4421a62ce485ede6946c487f682420f912e.jpg
VenantAcer,Acer nitro 5 rtx 3050Ti 24Go ram,450 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74ecb6921992e8a2fa6cc189ed00b825/-/horizon-files-prod/ed/picture/qv4wqv85/8e13bda2117725e16b8ba52a63afdf2d39484976.jpg
NeufApple,"Chargeur MacBook Pro, 61W Chargeur USB C",30 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/582c5487ca20021b049828a091084c91/-/horizon-files-prod/ed/picture/qw7ggz4/920b629586e447bbc1cbfea5137e3086610071bf.jpg
VenantHP,Hp probook 640 g2 i5 6th ram 8,120 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/505d6e4a4df8fa30b3e62259e92ea3f6/-/horizon-files-prod/ed/picture/q2jjx29k/ffc938e8c7760c56a627d5fbdfc7441448c8fc72.jpg
VenantHP,HP EliteBook 8470p i7 ram 8 3.0 GHZ,135 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/293c7a60d399cd3453d6f7d46b474ebf/-/horizon-files-prod/ed/picture/qv7w9gv/ddb69e0b2f4b712dbc81cf0c8d983725020966b7.jpg
VenantHP,Hp EliteBook G3 820,105 000,Almadies 2 Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67ebb17c000259c4b7b8b5b450c0ebbc/-/horizon-files-prod/ed/picture/qrzzgpv2/cd2237b7ac894d66db85b253a09681309adc48b6.jpg
VenantAcer,Gamer Acer Nitro 5,325 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b76873b6e57ee159026d2f7b06c8c593/-/horizon-files-prod/ed/picture/qv4wvvj5/8c913bff47f0bb5b9744683994e119a912bec8c0.jpg
NeufHP,HP Elitebook 640 G11 2024 32Go SSD 512Go Ryzen 7,499 997,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d2fbc2a4e3faa569b6b93f0b6ebc29b/-/horizon-files-prod/ed/picture/qngpw5w0/08a84b3f3d8433efdeaf5c810d415b9e7615d341.jpg
NeufHP,💻 HP EliteBook 745 G6 - Performance et Élégance Réunies,195 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/19bf6a8c1c411ced8a7685dbdda5a135/-/horizon-files-prod/ed/picture/q0g76jwm/017070b1d85d912ddbd240ee5c4cbfabb54786e7.jpg
VenantLenovo,Bureau lenovo core i3 7th disk 500go ram 8gb,100 000,Keur Massar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99f7cb5e30d1e95e60e3adfdaa48f37e/-/horizon-files-prod/ed/picture/q8v4dzkz/ef2d28a823922b62f2a94a8de5b0c1efd2f0efd2.jpg
VenantApple,✅ Mac Air M1 2020- Gold- 256go Ssd ✅,450 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/66a947a729c4624c49971c8c3aa59913/-/horizon-files-prod/ed/picture/q8v48qr4/956f33fff817f92743ac0e2837bfd5b12458c26e.jpg
NeufLenovo,Lenovo Thinkpad E14 2024 i7,450 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a12bbdebab0ab14d6c507e56f653557/-/horizon-files-prod/ed/picture/qq42xkvv/6650020cd7f296d623279552f6a201bfe7b9ba37.jpg
NeufMicrosoft Surface,surface pro x 11eme editions snapdragon,1 400 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a6c9566e3d07258c23cedcc14613caba/-/horizon-files-prod/ed/picture/qv4w5mkj/eda14b9dc2844b46c570e6531349f8bb23da2f02.jpg
NeufHP,"Hp 6300 core i3+ 19""",225 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dee0d6b3d5c4408ce1ca2c1ae0264285/-/horizon-files-prod/ed/picture/migrated/q2700ze/93fee403c83c5a80c8f8ffd6c06c24d4af362682.jpg
NeufApple,Macbook Air M2,"640 000

660 000

Économisez3%",Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f687120c370b29b12707a3292436c30/-/horizon-files-prod/ed/picture/qde7pwjm/1783a3c514aebe546341cf292a6c1034debc91c5.jpg
NeufHP,Ordinateur de bureau HP Z2  G9,800 000,Liberte 6 Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca1f9b73ca3f6d35ffbca29041b5059d/-/horizon-files-prod/ed/picture/qkr8qe08/ea5e92f518c30ff72c2e4ddc30338af43d378e29.jpg
NeufHP,Machine de caisse complète et logiciel,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3961262d8b3ffc94d78cc915d6bb7d4d/-/horizon-files-prod/ed/picture/qwxzxkm/c8cab54c01ccdb860bf1ce154034526ce447f5d7.jpg
NeufLenovo,Lenovo t470 i5 neuf,170 000,Amitié Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e9273c93e3230d44dc4a27ebdfde017/-/horizon-files-prod/ed/picture/qm5g905g/f4de72a5e20839997b3744829e45b8d12724c390.jpg
NeufApple,Apple MacBook Pro M4 Pro,1 450 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/163445b630d4499c85954d7fe3ba0ec6/-/horizon-files-prod/ed/picture/qkr8kq78/9481648a00bb29957384f0bbabdf8e1d7488d74d.jpg
NeufLenovo,LENOVO THINKPAD E15 GEN 4 core I5 12th gen,610 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67dfd61e4bbd1250a79527fca514dafd/-/horizon-files-prod/ed/picture/qrzqxx02/2f7f3a118ccabd4bffd3c7215f0676e674117757.jpg
NeufDell,DELL 7390 X360 TACTILE,190 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0b32b1dd1e1995b70b173175bae0c7f/-/horizon-files-prod/ed/picture/q9m9pjp6/5275dd11a8ed8850611a01c90cee12177d3855e0.jpg
VenantLenovo,Lenovo gamer i7,225 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e4d0464c1f9dd30f5eeb2a09ba4890f5/-/horizon-files-prod/ed/picture/q44n2kmz/b08237a8b85c1aab9375db4fe3005ed39f88dbf0.jpg
NeufDell,DELL LATITUDE  7440 I7-13GEN/16GO/512SSD,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62c59b36cbd42665cb04ff338aea6284/-/horizon-files-prod/ed/picture/qzvpz9j9/351fb325d7633395db8e2c7f235d86aceed6f5b2.png
VenantApple,MacBook Pro 16 pouces i 7 ram 16 disk 512,445 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ad48e57b80f4271127a18e11118877c/-/horizon-files-prod/ed/picture/qngp8qgz/c0ced3a4d6c5a4fbdad890155eac4d56aa307cd7.jpg
NeufMicrosoft Surface,Surface Laptop 7 2024,990 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/897b224bd8e8fd06a23f3de1100da7d2/-/horizon-files-prod/ed/picture/qrz8mwj4/98458c086ef1623cd0650caf9c2de0580b69c967.jpg
VenantHP,HP core i7 7th ssd 256g ram 8g,95 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aef73b195b99d138e6246805805e3927/-/horizon-files-prod/ed/picture/qv4wvz2m/9bbb660f328e0ebfac46c42b985997d494dea816.jpg
VenantApple,MacBook Pro i9 (2019 )16 pouces Touch Bar,550 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03e007a0d1c3cd1da2b824db6c022774/-/horizon-files-prod/ed/picture/q44n0z79/fc896fd7989a092c3aca711845fd620ef9aad11c.jpg
NeufHP,Promo☄️Hp EliteBook 840 Corei5,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5ea57991ada2519162a524a3f5f9de0/-/horizon-files-prod/ed/picture/qq428mqe/37c05ed7eafe88906ed082924e95387e1b0e0aa8.jpg
VenantApple,MACBOOK PRO 2019,350 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b346c1f75a4dcd8260b2cf27f4c235d/-/horizon-files-prod/ed/picture/qkr8dzd8/db083c34af46532b1d970c7aeb9e421c268e2afd.jpg
NeufHP,HP 840 G8 tactile i5 11th ram 32,610 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b5a049b191e1181634387e68ad56c3dd/-/horizon-files-prod/ed/picture/q566qj2p/d24fc827b422d9c1f499781506d77e118395a300.jpg
VenantApple,Imac 27 5k 2020 8Go graphique,950 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/992dbd201d130d1ed29049471b9c053a/-/horizon-files-prod/ed/picture/qq42x49w/3205401b1f937d442145be9ebe8ada6ca9cefbf9.jpg
VenantHP,Écran pc HP 24 pouces full HD hdmi,85 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/968da0be724428ef07f068c3b3024157/-/horizon-files-prod/ed/picture/q0g7vz78/d455b1f47d67531bfdc5aa795e6b12065900de11.jpg
NeufASUS,Asus Tuf Gaming 15 RTX 2050,480 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7756d1b15451c5d49ba8cf6d3f7a8e87/-/horizon-files-prod/ed/picture/qq42xzjw/a302963002a0f7c4803d78625d8b20509048c371.jpg
NeufApple,MACBOOK PRO M2 PRO 2023 16 POUCES,1 300 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d2a9abc84756574de222906b9fb54b33/-/horizon-files-prod/ed/picture/qngpnggz/af01ef62aac503d43d8bcb2b073ccdad4ceb3763.jpg
VenantDell,Micro dell i5 8th 256g 8g hdmi,85 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13716cc8898a05ed7e44967bf7124fe2/-/horizon-files-prod/ed/picture/q0g746dm/0530f467b83d41aa7bf4464539db0d997c406e36.jpg
VenantApple,Mac Pro i7 ✅ 1.000 Go Ssd✅ TouchBar - 16Go Ram-,400 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf50179ee80ed03953160f345a45255f/-/horizon-files-prod/ed/picture/q0g76v4m/5959d0e0471e0308af7401f1135344ba2749ab3b.jpg
NeufLenovo,Lenovo Thinkpad T14 Cor i5 10ème Gén,225 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/737a7081e9033bd31148fc429101a2e4/-/horizon-files-prod/ed/picture/qj4qd8qe/9a2e83b8be5f0bfbe540dfb61390ca77f6230305.jpg
VenantHP,𝗢𝗥𝗗𝗜𝗡𝗔𝗧𝗘𝗨𝗥 𝗗𝗘 𝗕𝗨𝗥𝗘𝗔𝗨 𝗛𝗣 𝗣𝗥𝗢𝗗𝗘𝗦𝗞 𝟰𝟬𝟬 𝗚𝟭 | 𝗖𝗢𝗥𝗘 𝗜𝟳,100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a5ffc7dd181fbcea605b8b80ad58de5a/-/horizon-files-prod/ed/picture/qpdmgmgv/03b8f11adde71689b5d2d4c08e7b9032e4b441c8.jpg
VenantDell,Dell 7490 i5,170 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ef332c11565b2781d548a0be036b52b/-/horizon-files-prod/ed/picture/qgqwkjw9/35e04d6031adeb29e3318afe82df62ccbd5f80ae.jpg
NeufApple,MacBook Pro Touch Bar 2018 13“,350 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a0f1537bbb7d161a7804f86ef1f51bf/-/horizon-files-prod/ed/picture/qv4w09d5/58ea7d370995eddcc59ed260c55441a2055fc81d.jpg
NeufSEAGATE,DISQUE DUR,15 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/64f74e8071d0e3df880396275271ecd4/-/horizon-files-prod/ed/picture/qkrgjkk8/28189a7bf02a4e8b2fcaa6027ca6f82681acfe9d.png
NeufHP,ECRAN HP 24 F POUCES  FULL HDMI VGA,130 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b6d968c4b32ac691e1b1ee9173e23ee/-/horizon-files-prod/ed/picture/qrz8n254/ae580c70c84eaff6fbab4a0875260916e120aca5.jpg
VenantApple,MACBOOK PRO | Dual core | 13'',95 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e41a22b2dd59090dc3a9662d595fdb27/-/horizon-files-prod/ed/picture/q448zm4v/8a6223d7acf49f25c75570ce4d1fa19a95eac69a.jpg
VenantLenovo,Lenovo legion gamer gtx 1050 4go,250 000,Guediawaye Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/560584f3378b052c16a0d0d67d2951f6/-/horizon-files-prod/ed/picture/qgqw0dgk/902ecf6f33068721e1c873afc2557183dc6ddac5.jpg
NeufApple,Mac Studio M2 MAX,1 449 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ca411384867f93865d7457f198a8c2b/-/horizon-files-prod/ed/picture/qm5gmdv6/48c14a521dcc5afa0fa97c5d52625b0df5a9b559.jpg
NeufDell,Dell G15 5530 Gamer Corei7 1To/32 Rtx 4060 8Giga dédié,850 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf605fd4f5c357a436283c7e0bc89a34/-/horizon-files-prod/ed/picture/qxjpnrqq/eb87376b3941c91197a7c5dfada19d80e3de8529.jpg
NeufApple,iMac 2021 M1  24 pouces 256SSD Ram8 scellé,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/da11f784524851138609bdd022622b8e/-/horizon-files-prod/ed/picture/q9mjxvn0/15ed1e24f553d555e6585cb337b8a5b5d2fa7e65.jpg
NeufAutre,Razer Blade 17' RTX 3080Ti,950 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d58bf6c715d0dc83b04a4fed8b4af38c/-/horizon-files-prod/ed/picture/qrz85zx8/28408fb1ea02f04465abd41c255409828c7ec5da.png
NeufAutre,ALL-IN-ONE 27 POUCES,600 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1e7a70acbdcb9f699b44a7b3ffcd24bb/-/horizon-files-prod/ed/picture/q8v58kj4/920ecfea45ab0d1e64a7ed0c4a8b2f804704f18c.jpg
NeufApple,MacBook Air 2024 M3,650 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/db5def318acbbadd6a7810ae26999bd4/-/horizon-files-prod/ed/picture/q44nw96m/1026cad629791f80d998e32e8f111b627ac963e8.jpg
NeufDell,Dell latitude 3190 x 360 yoga,90 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7935471e1655bea77c9a66d92208459a/-/horizon-files-prod/ed/picture/q9mjvjn6/1d334afc7eeda7550b3b0e6f3e66f16d246164b9.jpg
