details,etat,marque,prix,adresse,image_lien
Samsung Fold 3 256GB scellé,Neuf,Samsung,349 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/745243d007d9c34ed8caf1ecc72ecd55/-/horizon-files-prod/ed/picture/qj4qwdvv/4ad4b81c11332129a3a7a54b52b22ffc45a4ba69.jpg
Samsung Fold 4 256GB scellé,Neuf,Samsung,445 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4924566176b5b1e98565c6c1d8804ee6/-/horizon-files-prod/ed/picture/qq42vkpk/1b81c00659875807d98247d85772a23f2cfa0df4.jpg
Vente Motorola RAZR 50 5G,Neuf,Motorola,475 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d80bc344375ba737cc625acb758e8a45/-/horizon-files-prod/ed/picture/q8v4kqz9/935018e9a5f24108bd49b089d5994288fbb43afd.jpg
16 Pro 128/256Gb Américain 🇺🇸,Neuf,iPhone,700 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff50ce1bcf868b6a23f04bdb53c9cb07/-/horizon-files-prod/ed/picture/qenv776k/7d5753f993764bf8dd769f87fc9a76f4b78573dd.jpg
16 PLUS 128/256GB Américaine 🇺🇸,Neuf,iPhone,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a15f94fb68f1901f4b1ef52d9342dac/-/horizon-files-prod/ed/picture/q0g7zzqm/207793615ce49915aa8d5072ac953a0f06f485ae.jpg
16 PROMAX 512 AMERICAIN,Neuf,iPhone,989 998,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7653f15d05acd65bc5d5b6c5886cefa4/-/horizon-files-prod/ed/picture/q9mjr2z6/ec6f5573f501dd8279c39d2ef23b49b33171a120.jpg
Iphone 16 Plus UltraMarine Sim Physique,Neuf,iPhone,630 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/27ad77882751709c0581041473dba806/-/horizon-files-prod/ed/picture/q2j0d57k/8cbc66c82db958223393ec0d40b453676b295c7d.jpg
Oppo Find X8 Pro,Neuf,Oppo,"775 000

799 900

Économisez3.1%",Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/299b87d66dfd7490dbbd64466be15936/-/horizon-files-prod/ed/picture/qzvp6xw9/e4886637052abde8a3f6b07e828232eef6e17517.jpg
Huawei p30 pro 256go ramb8 go,Neuf,Huawei,149 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3f064445003c1887abdfe3290e83cd3/-/horizon-files-prod/ed/picture/qzvp6xx8/6a9d702fdb29a8063fa73f97b1f5a9fe0fc1e107.jpg
Huawei p30 pro 128go ram8,Neuf,Huawei,130 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec094ad8191080bc1842df6ccb3c4dd2/-/horizon-files-prod/ed/picture/qenv7wwv/e7c6639f264f22687cb5dffc56953ef5aa8e8e47.jpg
Redmi Note 13 Pro - 256Go Ram 8Go,Neuf,Xiaomi,155 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe702c5510e94b37dff76f20c66cb260/-/horizon-files-prod/ed/picture/qj4rdmne/038607122fc15564acc1bff93c422e6f2c46febe.jpg
Dongle Récepteur streaming WiFi caster SmartPhone sur TV,Neuf,Autres,10 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f7c2821a38a34a2e837f829d375c976a/-/horizon-files-prod/ed/picture/qxjj9e52/08e118c7aad0eb03b740dcbeca69e3b924487f3b.jpg
"Alcatel F530, téléphone sans fil",Neuf,Alcatel,23 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b5c027177ed9487e2b72d641ef266ee/-/horizon-files-prod/ed/picture/q6xdkxpv/7aef264f0a87eacd17b7771d0eb70f130bdbd4ec.jpg
iphone 7 plus,Neuf,iPhone,55 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bae6c067d89518b9e57e131b82fb8ac4/-/horizon-files-prod/ed/picture/qxjpzg58/2ce8fb419afca445ecf4c2c5c47ad80a114f689d.jpg
Vente Google Pixel 9 Pro 5G,Neuf,Google,565 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/926addeb3ac9ff7b493601e483581ffb/-/horizon-files-prod/ed/picture/qngpz7w0/f6beb865ce44a37fd0e75f0799a9e6b7802087ae.jpg
Samsung galaxy A06 neuf 64go ram 4go,Neuf,Samsung,58 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6716e780d2c7c28e76ad00285ae24698/-/horizon-files-prod/ed/picture/qde74mz5/1cf82886f4ba69681d868d24c8e688a44374dcd1.jpg
Itel A50 – 4G –  64Gb– Photo 8MP – 2Sim – BAh,Neuf,Itel,45 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/90d9cc4c734f22bd9a9b6360a1a6eff3/-/horizon-files-prod/ed/picture/q6xd6vv7/6a4a6611a5b4d860ab1777d779b262a5fdf62a80.png
Huawei p30 pro 128go venant,Neuf,Huawei,115 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/78b1b13a7dd174fd846b2e612028f567/-/horizon-files-prod/ed/picture/qrz8rx7x/49a031ddd15dfb7a3b5783fd521b46da6d412c86.jpg
Iphone 16 pro max 256 giga scellé sim physique,Neuf,iPhone,910 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98989f1a5a21aa9aafdee2026b738de9/-/horizon-files-prod/ed/picture/q44n7e0e/a23b695a6400395d266dd49661af5b9a573a419a.jpg
TCL 50 5G - 128 Go Ram 4 Go - Dual SIM (esim),Neuf,Autres,80 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c0b6ee6965b5f3c018123eaa4e60487/-/horizon-files-prod/ed/picture/qkr8q7k5/85b55b3cd6ae578cde1db2e9812f05ee9a800faa.jpg
Samsung Z fold 4 256GB scellé,Neuf,Samsung,445 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f26dc4d88204beca9ae0294411b6651/-/horizon-files-prod/ed/picture/qwep8p75/062e9f21c41147ebd672a93a7f54e97860918045.jpg
Samsung note 20 ultra 256GB,Neuf,Samsung,317 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6da05a118df22327da95e547f240b023/-/horizon-files-prod/ed/picture/q8v4d4wz/6dd458de47c67117be27eae4b74d1168f69b8bb5.jpg
Honor Magic V3,Neuf,Honor,1 235 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ccda1bc119ac9349c721a19cd8cc9af5/-/horizon-files-prod/ed/picture/qde7674r/344358bb7275c1d9893241e05a756a92f62252c1.jpg
Huawei p30 pro neuf 256go ram 8go,Neuf,Huawei,155 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92ecfb09bdacb5e65b1d60067b43b6f1/-/horizon-files-prod/ed/picture/q44n7wwm/4fb75fba2366c55bd2d4540237ff8409a1b6bbff.jpg
Samsung Galaxy A15 – 128 Go – 4 Go – 6.5″ 5g,Neuf,Samsung,85 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fade00996c1360c66b85ac7e2fbe23a0/-/horizon-files-prod/ed/picture/qngp00wv/c3d6feafd13b792d7e5b48ebe39c6e3e4eb3eb04.jpg
IPhone 16 pro max Scellé Stockage 256GB,Neuf,iPhone,890 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7de14ce95c3abd119dfd87c669694d98/-/horizon-files-prod/ed/picture/qj4qwrwr/07396aa19762b3f4bdaf8eb6f14fe033cde93460.jpg
iPhone 16pro max 256gb SIM désert,Neuf,iPhone,950 000,Liberte 6 extension Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe0e0306428f810914c872688ec5b430/-/horizon-files-prod/ed/picture/q44n76r2/50af70ec14ac7c9284caeea826027395a1ce10b7.jpg
HUAWEI NOVA Y90 – 128 GO – RAM 8go,Neuf,Huawei,129 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1fd2bb74e7b5469dd41e1f40e1e30d61/-/horizon-files-prod/ed/picture/q6xkj6xv/3eb3e4e879f5111713a39e770a49a0ad26734245.jpg
Samsung galaxy A55 256GB 8GB ram,Neuf,Samsung,195 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1d04a72d196d93ee8aeea642149d5052/-/horizon-files-prod/ed/picture/q9mjwexn/9ff9beec84c26151a053f013a7ff4d20beec716c.jpg
iPhone 16Pro 128Go neuf,Neuf,iPhone,615 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aea17a7f0fa37b2cb2dc75b4bc71906d/-/horizon-files-prod/ed/picture/q9mjwepp/6d3eb6026244b396f371ae8a0707e9f86e700ead.jpg
iPhone 14 plus 256giga neuf,Neuf,iPhone,400 000,Almadies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3092324992d975f926ff132974e05d9/-/horizon-files-prod/ed/picture/qngp2e4g/0f4f1dd443170d92fe958762dae7a48689bdd586.jpg
Vente Oppo Reno 12 5G,Neuf,Oppo,225 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/472ddd0e201de11e8dfd5e1a78b5993e/-/horizon-files-prod/ed/picture/qenvxw2v/de106118ba92a26509940665c40dbcb56b8cb165.jpg
iPhone 16pro 128 giga sim physique Scellè,Neuf,iPhone,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8120254a84de5aa0fa40ee21846ee114/-/horizon-files-prod/ed/picture/qenvw4ej/efbd58c333801391c108b5568676c6db1cf19478.jpg
Samsung Fold 6 256GB,Neuf,Samsung,850 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d09ce9305efca94ae330df7ad62f1646/-/horizon-files-prod/ed/picture/qq4265xz/927d8c6b83e9696b4cbb80191ecce472864e770b.jpg
Vente Xiaomi Poco X6 Pro 5G,Neuf,Xiaomi,225 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f1be1635415ea705383ca55f8a24d5c/-/horizon-files-prod/ed/picture/q8v447d6/6ddda7b12dded306806ccf33502c12fb24c7bf54.jpg
Vente Samsung Galaxy S24 Ultra 5G,Neuf,Samsung,565 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0983f17d8fa857543238818a80bf1051/-/horizon-files-prod/ed/picture/q8v49qxp/7d5a8e26dea524e77e3128575834cbda7a0dcdf6.jpg
SAMSUNG GALAXY Z FOLD 6 256GO RAM 12GO,Neuf,Samsung,800 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c394ec19c02b91996fc893a36fdbeab/-/horizon-files-prod/ed/picture/qpdm8r0x/29df80258f058461cc6b1a824d1b8a0e6e4361db.jpg
GOOGLE PIXEL 6  128GO,Neuf,Google,210 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95cefba9ff3b6dbf7edd26c54016d836/-/horizon-files-prod/ed/picture/qwepw0rd/5e34b49d9cd097ff38d0cfe76ab86667e6131f1f.jpg
GOOGLE PIXEL 6 PRO 128GO,Neuf,Google,320 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ee12461c45737961ef272d965dc8c47a/-/horizon-files-prod/ed/picture/q78wg4jq/00b03a0e66fd0ed84f18527cdbf79afa88da428c.jpg
Google pixel9 pro fold 256giga Ram16 Scellè,Neuf,Google,1 065 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e2b94a75435bf111239f562e19f19ae/-/horizon-files-prod/ed/picture/q0g7dk4d/a02cfff9ada00f8e976ab093d2fae7dc1335920b.jpg
Iphone XR 64 GB,Neuf,iPhone,112 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0044a2480b88f65081b4067ac32469/-/horizon-files-prod/ed/picture/qngpwd4w/1b0ed34ca99b5526429de4db10d66fa371a37845.jpg
Oneplus 12 256GB 12GB ram 2sim 5G,Neuf,OnePlus,450 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10a40071c1edca2aab19c7ec553b506e/-/horizon-files-prod/ed/picture/q2j0wpj2/474ffff098fb143845fbcf775a0ea119e0911dc0.jpg
14 simple 128go,Neuf,iPhone,370 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f95a95ddc1d963c156c8422e2d99948b/-/horizon-files-prod/ed/picture/q9mjn770/440d018adc3f2de5ee3a91d20649a6007016d67e.jpg
iPhone 16 plus 128go,Neuf,iPhone,730 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0503fa07e7e1c7cd68de0768a1ea64c1/-/horizon-files-prod/ed/picture/q2j0wmm2/5aea693ebd4e06d1e82b76411440cf82198f1112.jpg
iPhone 16 pro Max 256go,Neuf,iPhone,880 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e684fb9c2c3244a4df92a4bdda58c067/-/horizon-files-prod/ed/picture/q8v49664/02369815fe2daa151b97f12a2b888d734799d0c1.jpg
16 pro 128go eSIM,Neuf,iPhone,680 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/34df6ba86052aa01d22d4f8211263a9f/-/horizon-files-prod/ed/picture/qm5gj22j/9cf06f87cb51c7006eb0ccf90179ff45bb5a6cb2.jpg
Samsung Fold 5 512Go dual sim,Neuf,Samsung,550 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e05dee1ad95b9471508abb4ac28ae9c9/-/horizon-files-prod/ed/picture/q2j0k96v/c742d76775d229dab4d1355884424cbc38b066fa.jpg
GALAXY TECNO SPARK 30C 128GB RAM 4GB,Neuf,Tecno,89 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b0126401c19769c6feb4fd5b33493b4c/-/horizon-files-prod/ed/picture/qkr8xe85/fe7280ddd24f179885ecfab08afcf790ac17bb33.jpg
GALAXY TECNO SPARKASSE 30C 128GB RAM 4GB,Neuf,Autres,89 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84469921ad25337ca9f9ac680459add3/-/horizon-files-prod/ed/picture/q8v49w56/3c389ee83f7d87c99581698e3dfa5da6f9ceb9ea.jpg
Tecno Camon 30S,Neuf,Tecno,120 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/306b3713cbe4ae04920191b2ce75852d/-/horizon-files-prod/ed/picture/qxjpkm0m/eae05a7fede0437bc8ec7d08bd6a156816cf3e44.jpg
Xiaomi Redmi note 13 256GB,Neuf,Xiaomi,109 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad6842df46b5eee0f33f3e5cb87df87d/-/horizon-files-prod/ed/picture/q2j0wvep/3245418e01a3b069d7ed671d14389dbaa469934a.jpg
TÉLÉPHONE SAMSUNG A15 256GB RAM 8GB,Neuf,Samsung,139 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c10b2db1b44b2ec5006b30477392486c/-/horizon-files-prod/ed/picture/qv4wkrjj/a467e927e119e330ba2032d6e7b5a878a6efb8a8.jpg
GALAXY A15 SAMSUNG 256GB RAM 8GB,Neuf,Samsung,139 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a5119cffd4ebb9c3444cc3633547915c/-/horizon-files-prod/ed/picture/qde72qq4/e98a8479ee36c687ebcc3dfe86a68ca6fedd271f.jpg
Samsung Galaxy A06 Mémoire 128Go – Ram 4Go,Neuf,Samsung,70 000,Mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7bbea76b43b8e141ef37e0d30693bfbd/-/horizon-files-prod/ed/picture/qde72m0m/7994de5058e0df2b6dc24b48aa7bf9b3fcae7f0f.png
Samsung Galaxy A06 Mémoire 64Go – Ram 4Go,Neuf,Samsung,63 000,Mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4138928a5fafc5dc6ed1b14e6bf84a5/-/horizon-files-prod/ed/picture/q2j0w972/aabbbb1f7af448c3a454379d75fbd9b783d86ef0.png
Tecno Camon 30s Mémoire 128Go – Ram 6Go,Neuf,Tecno,120 000,Mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6fc4f9d76e8c2044c0bb9ae69a733334/-/horizon-files-prod/ed/picture/qj4qx2e6/ae86a7757c3e58c62b9621897f1161f27955caf0.jpg
IPHONE 16 PRO MAX 256G ESIM,Neuf,iPhone,850 000,Almadies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e1e3a28aaa228a18e336b6138d881ef7/-/horizon-files-prod/ed/picture/qzvpr80v/da14139b2be71a6ed97252dbdbb771093f546bf1.jpg
iPhone 16 pro max 512Go sim physique,Neuf,iPhone,1 250 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4deaa339447c7c2ac6a052b882cf4a3/-/horizon-files-prod/ed/picture/qrz8jreg/892c5909f8b3fa33146a566cc0d0fe07515f75cf.jpg
iPhone 16 Pro Max 256Go sim Physique,Neuf,iPhone,1 050 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8bdf4111eea1bec977013d92dc10ce1/-/horizon-files-prod/ed/picture/q6xdvq9z/3a038dfe3fa7667aca39774d87f2dc89f4f9527e.jpg
Iphone 15 Plus scellé,Neuf,iPhone,565 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea01b71274dedf5f332d50f8ecc5c5dc/-/horizon-files-prod/ed/picture/q9mjnkr6/5fbb0a3e784969e0046d6b26c0ea5c923d3b2dd3.jpg
Iphone 16 simple 128gb,Neuf,iPhone,620 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/05ab7a3074d15c29e205a5c8a0bcd473/-/horizon-files-prod/ed/picture/q78wx4g8/bff461b4f731ae76813b6dbf921cd0d533a46fe5.jpg
GALAXY TECNO CAMON 30 256GB RAM8,Neuf,Autres,169 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c38b248fcd00cf04beab727dda98647/-/horizon-files-prod/ed/picture/qj4q5wpw/dfcfc48965425d38fdc7a165150170230d883001.jpg
GALAXY TECHNO SPARK 20 256GB RAM 8GB,Neuf,Autres,109 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d003c4b733e70c962445833904e62cf0/-/horizon-files-prod/ed/picture/qgqw40p8/4b05d7a52b951ae038a7c81a0772c2cf2fc0fbd8.jpg
Tecno spark 20  copie 128,Neuf,Tecno,35 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2581beed8e7409048560807a2378a64/-/horizon-files-prod/ed/picture/qrz860rn/080b6b39f6c815ed602b95b46b58d18f167d9691.jpg
iPhone 16 Pro Max  1To dual sim physique,Neuf,iPhone,1 500 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d658172548d38355da411cc506de8775/-/horizon-files-prod/ed/picture/q44nr5wm/e6511ba9bff39a0c821b6fdbbac40531a9907d53.jpg
16 simple 128Go,Neuf,iPhone,710 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1361de18edadd7827ee3b40e055997bf/-/horizon-files-prod/ed/picture/q9mjrk9x/7be59d578f7601279d93539157a156830d4aea45.jpg
14 plus 128 Go,Neuf,iPhone,390 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/324d11462ee5cb8b756df464b8f4a323/-/horizon-files-prod/ed/picture/qwep2m4j/b3480a8fef15d2999747f540185fb2439f32c73e.jpg
Iphone 16plus 128go sim physique,Neuf,iPhone,720 000,Guediawaye Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bad82fc3e9bc77dfd7423b8176eb28f2/-/horizon-files-prod/ed/picture/qj4q5qzw/a7f979b651bf1e89c46ba06c2834031a567a6135.jpg
Iphone 11 Pro Max 256Gb,Neuf,iPhone,300 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/792e4495277ded26dfbac5619321cccb/-/horizon-files-prod/ed/picture/q448qp64/864c743f928f627cd4b46e2f6fbe1a82fa442cce.jpg
Pochette Transparente  MagSafe iPhone 16 Pro Max,Neuf,iPhone,60 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/374c7761ed5dbb4b3003dc70c323910d/-/horizon-files-prod/ed/picture/qm5gvp7g/2bb624435f67fcbe2cfe2e03d284c4be94e5f1f7.jpg
Iphone 11 simple 128G 175mille,Neuf,iPhone,180 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/19e260d8d275e46d2e6a4681fef3a2a2/-/horizon-files-prod/ed/picture/qngpgxgv/18dcc01bf5d1d04fc5d3f8e72d19d29bdde81faa.jpg
Alcatel T06 - Téléphones Filaires Slimline,Neuf,Alcatel,13 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f149b5e63c0c7f1df0b711e1f5da73b2/-/horizon-files-prod/ed/picture/q56drxv7/1fafbb666e2f195aa4c390af9f26cbc408e9b774.jpg
iphone 16 Pro 256Go dual sim physique,Neuf,iPhone,975 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/076c6e755e694dd8ca3db15c177dfd20/-/horizon-files-prod/ed/picture/qenvpqwd/181aa5e2bdb0632df9687f5ade1a82cfdeff6f80.jpg
Google Pixel 9 Pro Fold 256Go,Neuf,Google,1 300 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c344df5c4f1100ef1f169cbd913850d1/-/horizon-files-prod/ed/picture/qwepn2g4/75917616ec0e4c41bca3a18ee0ae38d4afecb9b7.jpg
Google Pixel 9 Pro Fold 512Go,Neuf,Google,1 450 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e9db6ca10ceebe24038edfd610c37e6c/-/horizon-files-prod/ed/picture/q78wx5pd/5614586f7414bde16df88a0d92fc271a1f883fee.jpg
iPhone 16 Pro Max 512Go dual sim physique,Neuf,iPhone,1 300 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8123bf08c241343bf07b2be6a1eae42d/-/horizon-files-prod/ed/picture/q9mjr99v/357f4250a2cfe504315e6961963528df9d075205.jpg
iPhone 16 Pro Max 256Go dual sim physique,Neuf,iPhone,1 100 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8291a0c4f3af46d5ccf2ce06ea855a16/-/horizon-files-prod/ed/picture/qv4w9emp/9c8373b9ac9df4bd43790b94411492a5c74e43ed.jpg
Pochette coque samsung z fold6 le meilleur de ça génération,Neuf,Samsung,20 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b81d070c9f4d09612adcdd59fc708c61/-/horizon-files-prod/ed/picture/qzvppxxn/1fed00240dda54e4ccf531abf0b7086c98faae44.jpg
GALAXY A55 SAMSUNG 128GB RAM 8GB,Neuf,Samsung,229 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4c81860c2651d9b9ac72eff53f0547b/-/horizon-files-prod/ed/picture/qq429krj/a89c34e3a446dff11fe7e474db45fd241b877060.jpg
GALAXY SAMSUNG A54 128GB RAM 8GB 4G,Neuf,Samsung,210 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b69ae413fc0cee8aedd75b6775ef35da/-/horizon-files-prod/ed/picture/qv4wg0jp/f6aa03557fd5fe1a8a04dba1134127f48556e756.jpg
IPHONE 12 pro Max 128 giga,Neuf,iPhone,273 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd42b5e62f2f3168ef6eb11861abd31c/-/horizon-files-prod/ed/picture/q8v448v0/665713fa4ef4ad873a9154541bbd7c8b8a287f6a.jpg
IOHONE XR 64 giga et iPhone XR 128 giga,Neuf,iPhone,112 500,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f72c2f2cd0f91b9ee10fbf689a99bda/-/horizon-files-prod/ed/picture/q6xddwx8/5e779f332efa5e7cfdc9438c35d4ca95d3bfa73e.jpg
IPhone XR 128 et 64 giga,Neuf,iPhone,113 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/087dd163dc68e463f355ddf02c7b5611/-/horizon-files-prod/ed/picture/q9z6z4w/5020e901ca5342c25a7b95d2249843472ed8dff1.jpg
Honor Magic V3 512Go,Neuf,Honor,1 300 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/63b8623d52d9ca985cf6593b5f81fae4/-/horizon-files-prod/ed/picture/q44n0j6m/770451c4c4432a1853ae447b38ba4d04f0f83036.jpg
Téléphone gxp 1625,Neuf,Autres,45 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2774b96d6a6740f2ca5b3b65d47750ed/-/horizon-files-prod/ed/picture/qv4wd78p/1167c3dfdc2b6d8b47f2335143600f06c8787257.jpg
Samsung A05 - 128Go Ram 4Go,Neuf,Samsung,64 500,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5512a3c0ac13a194c5db2157cb4d4d89/-/horizon-files-prod/ed/picture/qngxnqxm/de85f70d6df3ca2d484e4d76b724d0cc2e977e4b.jpg
PROMO GALAXY SAMSUNG A15 128GB RAM 6GB,Neuf,Samsung,98 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6495be3b160c4554c045342e8929c59f/-/horizon-files-prod/ed/picture/qrz8rwpq/9b8be7cc500bde8093d6cbcef57590b6f5ad7976.jpg
PROMO GALAXY SAMSUNG A15 128GB RAM 6GB,Neuf,Autres,98 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/51288f2bd7081343fb5dd214d56a1dab/-/horizon-files-prod/ed/picture/qq42znv6/6e090c5d9cad560473092aef61edd46769b24a9a.jpg
Google Pixel 9 Pro XL 256Go,Neuf,Google,850 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b5b4687db0a4956e4343d4acfbb0c52/-/horizon-files-prod/ed/picture/qgqwmg9m/d48b59e7d870b082085ec926cb4863652aacd3f9.png
Téléphone Samsung A15 ram 6 / 128 go,Neuf,Samsung,100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9fa67752c949967727cf7b4a5be30ce6/-/horizon-files-prod/ed/picture/qkr8mwq5/75f3644f39cf30d56a466fc0c2e1ff578e2fef4f.jpg
Huawei Pura 70 Ultra,Neuf,Huawei,729 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd7789d3b4b8b63956a1c3b82f426e43/-/horizon-files-prod/ed/picture/q56dpzw0/fa69a7c8b581e1018b270d1e36e3477bdc156f34.jpg
Vente Redmi Note 13 Pro 5G,Neuf,Xiaomi,225 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1810dbe9e0bf14bb5ece5fb8a7f2ff19/-/horizon-files-prod/ed/picture/q56dd9p6/bebe367e210e855618e5083bcd275dd6d81eb665.jpg
